char,codepoint,name,block
𒑘,U+12458,CUNEIFORM NUMERIC SIGN ONE ESHE3,Cuneiform Numbers and Punctuation
𒑙,U+12459,CUNEIFORM NUMERIC SIGN TWO ESHE3,Cuneiform Numbers and Punctuation
𒑚,U+1245A,CUNEIFORM NUMERIC SIGN ONE THIRD DISH,Cuneiform Numbers and Punctuation
𒑛,U+1245B,CUNEIFORM NUMERIC SIGN TWO THIRDS DISH,Cuneiform Numbers and Punctuation
𒑜,U+1245C,CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH,Cuneiform Numbers and Punctuation
𒑝,U+1245D,CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A,Cuneiform Numbers and Punctuation
𒑞,U+1245E,CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A,Cuneiform Numbers and Punctuation
𒑟,U+1245F,CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH,Cuneiform Numbers and Punctuation
𒑠,U+12460,CUNEIFORM NUMERIC SIGN ONE QUARTER ASH,Cuneiform Numbers and Punctuation
𒑡,U+12461,CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH,Cuneiform Numbers and Punctuation
𒑢,U+12462,CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER,Cuneiform Numbers and Punctuation
𒑣,U+12463,CUNEIFORM NUMERIC SIGN ONE QUARTER GUR,Cuneiform Numbers and Punctuation
𒑤,U+12464,CUNEIFORM NUMERIC SIGN ONE HALF GUR,Cuneiform Numbers and Punctuation
𒑥,U+12465,CUNEIFORM NUMERIC SIGN ELAMITE ONE THIRD,Cuneiform Numbers and Punctuation
𒑦,U+12466,CUNEIFORM NUMERIC SIGN ELAMITE TWO THIRDS,Cuneiform Numbers and Punctuation
𒑧,U+12467,CUNEIFORM NUMERIC SIGN ELAMITE FORTY,Cuneiform Numbers and Punctuation
𒑨,U+12468,CUNEIFORM NUMERIC SIGN ELAMITE FIFTY,Cuneiform Numbers and Punctuation
𒑩,U+12469,CUNEIFORM NUMERIC SIGN FOUR U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑪,U+1246A,CUNEIFORM NUMERIC SIGN FIVE U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑫,U+1246B,CUNEIFORM NUMERIC SIGN SIX U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑬,U+1246C,CUNEIFORM NUMERIC SIGN SEVEN U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑭,U+1246D,CUNEIFORM NUMERIC SIGN EIGHT U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑮,U+1246E,CUNEIFORM NUMERIC SIGN NINE U VARIANT FORM,Cuneiform Numbers and Punctuation
𒑰,U+12470,CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER,Cuneiform Numbers and Punctuation
𒑱,U+12471,CUNEIFORM PUNCTUATION SIGN VERTICAL COLON,Cuneiform Numbers and Punctuation
𒑲,U+12472,CUNEIFORM PUNCTUATION SIGN DIAGONAL COLON,Cuneiform Numbers and Punctuation
𒑳,U+12473,CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON,Cuneiform Numbers and Punctuation
𒑴,U+12474,CUNEIFORM PUNCTUATION SIGN DIAGONAL QUADCOLON,Cuneiform Numbers and Punctuation
𒒀,U+12480,CUNEIFORM SIGN AB TIMES NUN TENU,Early Dynastic Cuneiform
𒒁,U+12481,CUNEIFORM SIGN AB TIMES SHU2,Early Dynastic Cuneiform
𒒂,U+12482,CUNEIFORM SIGN AD TIMES ESH2,Early Dynastic Cuneiform
𒒃,U+12483,CUNEIFORM SIGN BAD TIMES DISH TENU,Early Dynastic Cuneiform
𒒄,U+12484,CUNEIFORM SIGN BAHAR2 TIMES AB2,Early Dynastic Cuneiform
𒒅,U+12485,CUNEIFORM SIGN BAHAR2 TIMES NI,Early Dynastic Cuneiform
𒒆,U+12486,CUNEIFORM SIGN BAHAR2 TIMES ZA,Early Dynastic Cuneiform
𒒇,U+12487,CUNEIFORM SIGN BU OVER BU TIMES NA2,Early Dynastic Cuneiform
𒒈,U+12488,CUNEIFORM SIGN DA TIMES TAK4,Early Dynastic Cuneiform
𒒉,U+12489,CUNEIFORM SIGN DAG TIMES KUR,Early Dynastic Cuneiform
𒒊,U+1248A,CUNEIFORM SIGN DIM TIMES IGI,Early Dynastic Cuneiform
𒒋,U+1248B,CUNEIFORM SIGN DIM TIMES U U U,Early Dynastic Cuneiform
𒒌,U+1248C,CUNEIFORM SIGN DIM2 TIMES UD,Early Dynastic Cuneiform
𒒍,U+1248D,CUNEIFORM SIGN DUG TIMES ANSHE,Early Dynastic Cuneiform
𒒎,U+1248E,CUNEIFORM SIGN DUG TIMES ASH,Early Dynastic Cuneiform
𒒏,U+1248F,CUNEIFORM SIGN DUG TIMES ASH AT LEFT,Early Dynastic Cuneiform
𒒐,U+12490,CUNEIFORM SIGN DUG TIMES DIN,Early Dynastic Cuneiform
𒒑,U+12491,CUNEIFORM SIGN DUG TIMES DUN,Early Dynastic Cuneiform
𒒒,U+12492,CUNEIFORM SIGN DUG TIMES ERIN2,Early Dynastic Cuneiform
𒒓,U+12493,CUNEIFORM SIGN DUG TIMES GA,Early Dynastic Cuneiform
𒒔,U+12494,CUNEIFORM SIGN DUG TIMES GI,Early Dynastic Cuneiform
𒒕,U+12495,CUNEIFORM SIGN DUG TIMES GIR2 GUNU,Early Dynastic Cuneiform
𒒖,U+12496,CUNEIFORM SIGN DUG TIMES GISH,Early Dynastic Cuneiform
𒒗,U+12497,CUNEIFORM SIGN DUG TIMES HA,Early Dynastic Cuneiform
𒒘,U+12498,CUNEIFORM SIGN DUG TIMES HI,Early Dynastic Cuneiform
𒒙,U+12499,CUNEIFORM SIGN DUG TIMES IGI GUNU,Early Dynastic Cuneiform
𒒚,U+1249A,CUNEIFORM SIGN DUG TIMES KASKAL,Early Dynastic Cuneiform
𒒛,U+1249B,CUNEIFORM SIGN DUG TIMES KUR,Early Dynastic Cuneiform
𒒜,U+1249C,CUNEIFORM SIGN DUG TIMES KUSHU2,Early Dynastic Cuneiform
𒒝,U+1249D,CUNEIFORM SIGN DUG TIMES KUSHU2 PLUS KASKAL,Early Dynastic Cuneiform
𒒞,U+1249E,CUNEIFORM SIGN DUG TIMES LAK-020,Early Dynastic Cuneiform
𒒟,U+1249F,CUNEIFORM SIGN DUG TIMES LAM,Early Dynastic Cuneiform
𒒠,U+124A0,CUNEIFORM SIGN DUG TIMES LAM TIMES KUR,Early Dynastic Cuneiform
𒒡,U+124A1,CUNEIFORM SIGN DUG TIMES LUH PLUS GISH,Early Dynastic Cuneiform
𒒢,U+124A2,CUNEIFORM SIGN DUG TIMES MASH,Early Dynastic Cuneiform
𒒣,U+124A3,CUNEIFORM SIGN DUG TIMES MES,Early Dynastic Cuneiform
𒒤,U+124A4,CUNEIFORM SIGN DUG TIMES MI,Early Dynastic Cuneiform
𒒥,U+124A5,CUNEIFORM SIGN DUG TIMES NI,Early Dynastic Cuneiform
𒒦,U+124A6,CUNEIFORM SIGN DUG TIMES PI,Early Dynastic Cuneiform
𒒧,U+124A7,CUNEIFORM SIGN DUG TIMES SHE,Early Dynastic Cuneiform
𒒨,U+124A8,CUNEIFORM SIGN DUG TIMES SI GUNU,Early Dynastic Cuneiform
𒒩,U+124A9,CUNEIFORM SIGN E2 TIMES KUR,Early Dynastic Cuneiform
𒒪,U+124AA,CUNEIFORM SIGN E2 TIMES PAP,Early Dynastic Cuneiform
𒒫,U+124AB,CUNEIFORM SIGN ERIN2 X,Early Dynastic Cuneiform
𒒬,U+124AC,CUNEIFORM SIGN ESH2 CROSSING ESH2,Early Dynastic Cuneiform
𒒭,U+124AD,CUNEIFORM SIGN EZEN SHESHIG TIMES ASH,Early Dynastic Cuneiform
𒒮,U+124AE,CUNEIFORM SIGN EZEN SHESHIG TIMES HI,Early Dynastic Cuneiform
𒒯,U+124AF,CUNEIFORM SIGN EZEN SHESHIG TIMES IGI GUNU,Early Dynastic Cuneiform
𒒰,U+124B0,CUNEIFORM SIGN EZEN SHESHIG TIMES LA,Early Dynastic Cuneiform
𒒱,U+124B1,CUNEIFORM SIGN EZEN SHESHIG TIMES LAL,Early Dynastic Cuneiform
𒒲,U+124B2,CUNEIFORM SIGN EZEN SHESHIG TIMES ME,Early Dynastic Cuneiform
𒒳,U+124B3,CUNEIFORM SIGN EZEN SHESHIG TIMES MES,Early Dynastic Cuneiform
𒒴,U+124B4,CUNEIFORM SIGN EZEN SHESHIG TIMES SU,Early Dynastic Cuneiform
𒒵,U+124B5,CUNEIFORM SIGN EZEN TIMES SU,Early Dynastic Cuneiform
𒒶,U+124B6,CUNEIFORM SIGN GA2 TIMES BAHAR2,Early Dynastic Cuneiform
𒒷,U+124B7,CUNEIFORM SIGN GA2 TIMES DIM GUNU,Early Dynastic Cuneiform
𒒸,U+124B8,CUNEIFORM SIGN GA2 TIMES DUG TIMES IGI GUNU,Early Dynastic Cuneiform
𒒹,U+124B9,CUNEIFORM SIGN GA2 TIMES DUG TIMES KASKAL,Early Dynastic Cuneiform
𒒺,U+124BA,CUNEIFORM SIGN GA2 TIMES EREN,Early Dynastic Cuneiform
𒒻,U+124BB,CUNEIFORM SIGN GA2 TIMES GA,Early Dynastic Cuneiform
𒒼,U+124BC,CUNEIFORM SIGN GA2 TIMES GAR PLUS DI,Early Dynastic Cuneiform
𒒽,U+124BD,CUNEIFORM SIGN GA2 TIMES GAR PLUS NE,Early Dynastic Cuneiform
𒒾,U+124BE,CUNEIFORM SIGN GA2 TIMES HA PLUS A,Early Dynastic Cuneiform
𒒿,U+124BF,CUNEIFORM SIGN GA2 TIMES KUSHU2 PLUS KASKAL,Early Dynastic Cuneiform
𒓀,U+124C0,CUNEIFORM SIGN GA2 TIMES LAM,Early Dynastic Cuneiform
𒓁,U+124C1,CUNEIFORM SIGN GA2 TIMES LAM TIMES KUR,Early Dynastic Cuneiform
𒓂,U+124C2,CUNEIFORM SIGN GA2 TIMES LUH,Early Dynastic Cuneiform
𒓃,U+124C3,CUNEIFORM SIGN GA2 TIMES MUSH,Early Dynastic Cuneiform
𒓄,U+124C4,CUNEIFORM SIGN GA2 TIMES NE,Early Dynastic Cuneiform
𒓅,U+124C5,CUNEIFORM SIGN GA2 TIMES NE PLUS E2,Early Dynastic Cuneiform
𒓆,U+124C6,CUNEIFORM SIGN GA2 TIMES NE PLUS GI,Early Dynastic Cuneiform
𒓇,U+124C7,CUNEIFORM SIGN GA2 TIMES SHIM,Early Dynastic Cuneiform
𒓈,U+124C8,CUNEIFORM SIGN GA2 TIMES ZIZ2,Early Dynastic Cuneiform
𒓉,U+124C9,CUNEIFORM SIGN GABA ROTATED NINETY DEGREES,Early Dynastic Cuneiform
𒓊,U+124CA,CUNEIFORM SIGN GESHTIN TIMES U,Early Dynastic Cuneiform
𒓋,U+124CB,CUNEIFORM SIGN GISH TIMES GISH CROSSING GISH,Early Dynastic Cuneiform
𒓌,U+124CC,CUNEIFORM SIGN GU2 TIMES IGI GUNU,Early Dynastic Cuneiform
𒓍,U+124CD,CUNEIFORM SIGN GUD PLUS GISH TIMES TAK4,Early Dynastic Cuneiform
𒓎,U+124CE,CUNEIFORM SIGN HA TENU GUNU,Early Dynastic Cuneiform
𒓏,U+124CF,CUNEIFORM SIGN HI TIMES ASH OVER HI TIMES ASH,Early Dynastic Cuneiform
𒓐,U+124D0,CUNEIFORM SIGN KA TIMES BU,Early Dynastic Cuneiform
𒓑,U+124D1,CUNEIFORM SIGN KA TIMES KA,Early Dynastic Cuneiform
𒓒,U+124D2,CUNEIFORM SIGN KA TIMES U U U,Early Dynastic Cuneiform
𒓓,U+124D3,CUNEIFORM SIGN KA TIMES UR,Early Dynastic Cuneiform
𒓔,U+124D4,CUNEIFORM SIGN LAGAB TIMES ZU OVER ZU,Early Dynastic Cuneiform
𒓕,U+124D5,CUNEIFORM SIGN LAK-003,Early Dynastic Cuneiform
𒓖,U+124D6,CUNEIFORM SIGN LAK-021,Early Dynastic Cuneiform
𒓗,U+124D7,CUNEIFORM SIGN LAK-025,Early Dynastic Cuneiform
𒓘,U+124D8,CUNEIFORM SIGN LAK-030,Early Dynastic Cuneiform
𒓙,U+124D9,CUNEIFORM SIGN LAK-050,Early Dynastic Cuneiform
𒓚,U+124DA,CUNEIFORM SIGN LAK-051,Early Dynastic Cuneiform
𒓛,U+124DB,CUNEIFORM SIGN LAK-062,Early Dynastic Cuneiform
𒓜,U+124DC,CUNEIFORM SIGN LAK-079 OVER LAK-079 GUNU,Early Dynastic Cuneiform
𒓝,U+124DD,CUNEIFORM SIGN LAK-080,Early Dynastic Cuneiform
𒓞,U+124DE,CUNEIFORM SIGN LAK-081 OVER LAK-081,Early Dynastic Cuneiform
𒓟,U+124DF,CUNEIFORM SIGN LAK-092,Early Dynastic Cuneiform
𒓠,U+124E0,CUNEIFORM SIGN LAK-130,Early Dynastic Cuneiform
𒓡,U+124E1,CUNEIFORM SIGN LAK-142,Early Dynastic Cuneiform
𒓢,U+124E2,CUNEIFORM SIGN LAK-210,Early Dynastic Cuneiform
𒓣,U+124E3,CUNEIFORM SIGN LAK-219,Early Dynastic Cuneiform
𒓤,U+124E4,CUNEIFORM SIGN LAK-220,Early Dynastic Cuneiform
𒓥,U+124E5,CUNEIFORM SIGN LAK-225,Early Dynastic Cuneiform
𒓦,U+124E6,CUNEIFORM SIGN LAK-228,Early Dynastic Cuneiform
𒓧,U+124E7,CUNEIFORM SIGN LAK-238,Early Dynastic Cuneiform
𒓨,U+124E8,CUNEIFORM SIGN LAK-265,Early Dynastic Cuneiform
𒓩,U+124E9,CUNEIFORM SIGN LAK-266,Early Dynastic Cuneiform
𒓪,U+124EA,CUNEIFORM SIGN LAK-343,Early Dynastic Cuneiform
𒓫,U+124EB,CUNEIFORM SIGN LAK-347,Early Dynastic Cuneiform
𒓬,U+124EC,CUNEIFORM SIGN LAK-348,Early Dynastic Cuneiform
𒓭,U+124ED,CUNEIFORM SIGN LAK-383,Early Dynastic Cuneiform
𒓮,U+124EE,CUNEIFORM SIGN LAK-384,Early Dynastic Cuneiform
𒓯,U+124EF,CUNEIFORM SIGN LAK-390,Early Dynastic Cuneiform
𒓰,U+124F0,CUNEIFORM SIGN LAK-441,Early Dynastic Cuneiform
𒓱,U+124F1,CUNEIFORM SIGN LAK-449,Early Dynastic Cuneiform
𒓲,U+124F2,CUNEIFORM SIGN LAK-449 TIMES GU,Early Dynastic Cuneiform
𒓳,U+124F3,CUNEIFORM SIGN LAK-449 TIMES IGI,Early Dynastic Cuneiform
𒓴,U+124F4,CUNEIFORM SIGN LAK-449 TIMES PAP PLUS LU3,Early Dynastic Cuneiform
𒓵,U+124F5,CUNEIFORM SIGN LAK-449 TIMES PAP PLUS PAP PLUS LU3,Early Dynastic Cuneiform
𒓶,U+124F6,CUNEIFORM SIGN LAK-449 TIMES U2 PLUS BA,Early Dynastic Cuneiform
𒓷,U+124F7,CUNEIFORM SIGN LAK-450,Early Dynastic Cuneiform
𒓸,U+124F8,CUNEIFORM SIGN LAK-457,Early Dynastic Cuneiform
𒓹,U+124F9,CUNEIFORM SIGN LAK-470,Early Dynastic Cuneiform
𒓺,U+124FA,CUNEIFORM SIGN LAK-483,Early Dynastic Cuneiform
𒓻,U+124FB,CUNEIFORM SIGN LAK-490,Early Dynastic Cuneiform
𒓼,U+124FC,CUNEIFORM SIGN LAK-492,Early Dynastic Cuneiform
𒓽,U+124FD,CUNEIFORM SIGN LAK-493,Early Dynastic Cuneiform
𒓾,U+124FE,CUNEIFORM SIGN LAK-495,Early Dynastic Cuneiform
𒓿,U+124FF,CUNEIFORM SIGN LAK-550,Early Dynastic Cuneiform
𒔀,U+12500,CUNEIFORM SIGN LAK-608,Early Dynastic Cuneiform
𒔁,U+12501,CUNEIFORM SIGN LAK-617,Early Dynastic Cuneiform
𒔂,U+12502,CUNEIFORM SIGN LAK-617 TIMES ASH,Early Dynastic Cuneiform
𒔃,U+12503,CUNEIFORM SIGN LAK-617 TIMES BAD,Early Dynastic Cuneiform
𒔄,U+12504,CUNEIFORM SIGN LAK-617 TIMES DUN3 GUNU GUNU,Early Dynastic Cuneiform
𒔅,U+12505,CUNEIFORM SIGN LAK-617 TIMES KU3,Early Dynastic Cuneiform
𒔆,U+12506,CUNEIFORM SIGN LAK-617 TIMES LA,Early Dynastic Cuneiform
𒔇,U+12507,CUNEIFORM SIGN LAK-617 TIMES TAR,Early Dynastic Cuneiform
𒔈,U+12508,CUNEIFORM SIGN LAK-617 TIMES TE,Early Dynastic Cuneiform
𒔉,U+12509,CUNEIFORM SIGN LAK-617 TIMES U2,Early Dynastic Cuneiform
𒔊,U+1250A,CUNEIFORM SIGN LAK-617 TIMES UD,Early Dynastic Cuneiform
𒔋,U+1250B,CUNEIFORM SIGN LAK-617 TIMES URUDA,Early Dynastic Cuneiform
𒔌,U+1250C,CUNEIFORM SIGN LAK-636,Early Dynastic Cuneiform
𒔍,U+1250D,CUNEIFORM SIGN LAK-648,Early Dynastic Cuneiform
𒔎,U+1250E,CUNEIFORM SIGN LAK-648 TIMES DUB,Early Dynastic Cuneiform
𒔏,U+1250F,CUNEIFORM SIGN LAK-648 TIMES GA,Early Dynastic Cuneiform
𒔐,U+12510,CUNEIFORM SIGN LAK-648 TIMES IGI,Early Dynastic Cuneiform
𒔑,U+12511,CUNEIFORM SIGN LAK-648 TIMES IGI GUNU,Early Dynastic Cuneiform
𒔒,U+12512,CUNEIFORM SIGN LAK-648 TIMES NI,Early Dynastic Cuneiform
𒔓,U+12513,CUNEIFORM SIGN LAK-648 TIMES PAP PLUS PAP PLUS LU3,Early Dynastic Cuneiform
𒔔,U+12514,CUNEIFORM SIGN LAK-648 TIMES SHESH PLUS KI,Early Dynastic Cuneiform
𒔕,U+12515,CUNEIFORM SIGN LAK-648 TIMES UD,Early Dynastic Cuneiform
𒔖,U+12516,CUNEIFORM SIGN LAK-648 TIMES URUDA,Early Dynastic Cuneiform
𒔗,U+12517,CUNEIFORM SIGN LAK-724,Early Dynastic Cuneiform
𒔘,U+12518,CUNEIFORM SIGN LAK-749,Early Dynastic Cuneiform
𒔙,U+12519,CUNEIFORM SIGN LU2 GUNU TIMES ASH,Early Dynastic Cuneiform
𒔚,U+1251A,CUNEIFORM SIGN LU2 TIMES DISH,Early Dynastic Cuneiform
𒔛,U+1251B,CUNEIFORM SIGN LU2 TIMES HAL,Early Dynastic Cuneiform
𒔜,U+1251C,CUNEIFORM SIGN LU2 TIMES PAP,Early Dynastic Cuneiform
𒔝,U+1251D,CUNEIFORM SIGN LU2 TIMES PAP PLUS PAP PLUS LU3,Early Dynastic Cuneiform
𒔞,U+1251E,CUNEIFORM SIGN LU2 TIMES TAK4,Early Dynastic Cuneiform
𒔟,U+1251F,CUNEIFORM SIGN MI PLUS ZA7,Early Dynastic Cuneiform
𒔠,U+12520,CUNEIFORM SIGN MUSH OVER MUSH TIMES GA,Early Dynastic Cuneiform
𒔡,U+12521,CUNEIFORM SIGN MUSH OVER MUSH TIMES KAK,Early Dynastic Cuneiform
𒔢,U+12522,CUNEIFORM SIGN NINDA2 TIMES DIM GUNU,Early Dynastic Cuneiform
𒔣,U+12523,CUNEIFORM SIGN NINDA2 TIMES GISH,Early Dynastic Cuneiform
𒔤,U+12524,CUNEIFORM SIGN NINDA2 TIMES GUL,Early Dynastic Cuneiform
𒔥,U+12525,CUNEIFORM SIGN NINDA2 TIMES HI,Early Dynastic Cuneiform
𒔦,U+12526,CUNEIFORM SIGN NINDA2 TIMES KESH2,Early Dynastic Cuneiform
𒔧,U+12527,CUNEIFORM SIGN NINDA2 TIMES LAK-050,Early Dynastic Cuneiform
𒔨,U+12528,CUNEIFORM SIGN NINDA2 TIMES MASH,Early Dynastic Cuneiform
𒔩,U+12529,CUNEIFORM SIGN NINDA2 TIMES PAP PLUS PAP,Early Dynastic Cuneiform
𒔪,U+1252A,CUNEIFORM SIGN NINDA2 TIMES U,Early Dynastic Cuneiform
𒔫,U+1252B,CUNEIFORM SIGN NINDA2 TIMES U PLUS U,Early Dynastic Cuneiform
𒔬,U+1252C,CUNEIFORM SIGN NINDA2 TIMES URUDA,Early Dynastic Cuneiform
𒔭,U+1252D,CUNEIFORM SIGN SAG GUNU TIMES HA,Early Dynastic Cuneiform
𒔮,U+1252E,CUNEIFORM SIGN SAG TIMES EN,Early Dynastic Cuneiform
𒔯,U+1252F,CUNEIFORM SIGN SAG TIMES SHE AT LEFT,Early Dynastic Cuneiform
𒔰,U+12530,CUNEIFORM SIGN SAG TIMES TAK4,Early Dynastic Cuneiform
𒔱,U+12531,CUNEIFORM SIGN SHA6 TENU,Early Dynastic Cuneiform
𒔲,U+12532,CUNEIFORM SIGN SHE OVER SHE,Early Dynastic Cuneiform
𒔳,U+12533,CUNEIFORM SIGN SHE PLUS HUB2,Early Dynastic Cuneiform
𒔴,U+12534,CUNEIFORM SIGN SHE PLUS NAM2,Early Dynastic Cuneiform
𒔵,U+12535,CUNEIFORM SIGN SHE PLUS SAR,Early Dynastic Cuneiform
𒔶,U+12536,CUNEIFORM SIGN SHU2 PLUS DUG TIMES NI,Early Dynastic Cuneiform
𒔷,U+12537,CUNEIFORM SIGN SHU2 PLUS E2 TIMES AN,Early Dynastic Cuneiform
𒔸,U+12538,CUNEIFORM SIGN SI TIMES TAK4,Early Dynastic Cuneiform
𒔹,U+12539,CUNEIFORM SIGN TAK4 PLUS SAG,Early Dynastic Cuneiform
𒔺,U+1253A,CUNEIFORM SIGN TUM TIMES GAN2 TENU,Early Dynastic Cuneiform
𒔻,U+1253B,CUNEIFORM SIGN TUM TIMES THREE DISH,Early Dynastic Cuneiform
𒔼,U+1253C,CUNEIFORM SIGN UR2 INVERTED,Early Dynastic Cuneiform
𒔽,U+1253D,CUNEIFORM SIGN UR2 TIMES UD,Early Dynastic Cuneiform
𒔾,U+1253E,CUNEIFORM SIGN URU TIMES DARA3,Early Dynastic Cuneiform
𒔿,U+1253F,CUNEIFORM SIGN URU TIMES LAK-668,Early Dynastic Cuneiform
𒕀,U+12540,CUNEIFORM SIGN URU TIMES LU3,Early Dynastic Cuneiform
𒕁,U+12541,CUNEIFORM SIGN ZA7,Early Dynastic Cuneiform
𒕂,U+12542,CUNEIFORM SIGN ZU OVER ZU PLUS SAR,Early Dynastic Cuneiform
𒕃,U+12543,CUNEIFORM SIGN ZU5 TIMES THREE DISH TENU,Early Dynastic Cuneiform
